z1,z2,z3,z4,z5,z6,z7,z8,f1,f2,f3,f4,f5,f6,AE1_latent_0,AE1_latent_1,AE1_latent_2,AE1_latent_3,AE1_latent_4,AE1_latent_5,AE1_latent_6,AE1_latent_7
6.76254902,1.530893007,6.843016682,8.227854123,9.696163713,3.426399195,2.674288551,1.406708564,277.4866139,200.4247707,-302.0352197,-32.61795547,35.81455234,0.989833247,1.1177453,-0.5222241,-1.9119987,-0.62734854,-1.24172,0.64708227,0.24937436,0.5767532
5.908628174,2.233229729,5.269622549,7.404789155,9.985466075,0.824605998,5.383622227,8.899937881,331.0808165,188.0865898,-124.4572426,88.78053639,120.872675,0.915183874,0.49245217,0.61652565,-0.003939217,0.005972718,-2.4115357,1.1454511,0.97969186,-0.406054
0.239818824,2.429781797,3.414766308,2.902003159,2.894810934,2.538037742,1.497545762,3.748708743,57.1606304,-135.8862923,13.06041999,16.90036142,-12.19122012,0.4916372,-2.0041773,0.2612009,-0.25449187,-0.660601,-0.5642802,-0.15709849,-1.4758509,0.64620835
5.58854088,4.795073048,4.554265713,4.596428554,6.002520562,0.755257551,9.976496239,1.298005616,233.9089692,180.7532997,44.88089606,62.83513209,130.5945743,0.650311783,0.21810552,-0.65719193,0.31715527,-1.7698917,0.32461146,1.6467297,0.100483246,-0.8566469
2.592524469,0.00745522,0.81790743,7.150973217,8.827860338,3.325955384,8.289642515,3.924035486,231.6359541,98.9924086,71.77509916,-19.48061877,95.73071077,-0.039237888,0.3296243,1.3736414,-0.80881095,-1.7796179,-1.1799059,0.36461163,-0.29663932,-1.5456083
4.15101197,0.303113605,2.91282205,6.680154645,5.837096756,1.893913807,7.284947896,1.700002951,164.0508605,149.0291505,24.50053304,17.20245143,88.69574888,-0.940531433,-0.21151572,0.61532694,-1.1370063,-1.6928792,-0.33037168,1.1803976,-0.25037608,-0.7251217
2.835250818,4.615481516,1.44896755,5.265784642,3.518651082,6.458065118,2.509106976,1.195784672,120.982341,111.9966751,48.58664349,47.18147424,82.18678345,-0.650962562,-0.88519216,0.22050129,-0.7641491,-1.0822227,0.6167195,-1.2406292,-0.5091481,0.41063353
6.931379183,1.625206849,6.664807308,2.141429224,8.458700138,7.462677238,9.532041691,9.828021237,414.3816701,205.4348369,-427.9844246,-11.06705015,45.19125804,0.987373572,1.7915189,1.5413316,1.0324676,1.245006,-0.40990442,0.93385434,-0.5745466,-0.8209626
4.404537177,6.795018038,9.592341415,3.243929978,5.287274455,4.885125355,9.734339973,0.850554417,315.4088518,158.9827497,50.58071263,13.05209807,134.506103,-0.921512009,0.70573354,-1.8748292,0.34489122,-0.10515015,1.1592548,1.0481331,-0.8376558,-0.8939678
1.568677385,7.952045872,1.572346831,6.947930845,6.192721198,4.825381318,1.175829603,7.440417135,234.818283,55.05389108,100.0015243,-73.15344124,79.18006427,0.980300462,-1.1968597,0.03089699,0.43306252,-0.09011316,-1.2708713,-1.9137613,0.70856243,0.028682958
5.44649018,5.781633587,0.282940719,4.569830827,7.569408526,3.445593591,2.520083052,4.503456405,179.8549503,177.1991325,67.98421874,45.47883018,117.6292829,0.005282769,-0.12042349,0.49609262,0.43969584,-1.3976657,-0.83069026,-0.76933444,0.48744,0.7931328
7.803147645,6.947649772,7.413571692,7.178601514,2.882797216,9.591301018,1.327522336,2.299217992,323.0046094,215.801041,31.88255303,6.949951322,144.4095387,-0.965861676,0.2764099,-0.83307016,-1.1809813,1.1606867,1.4253042,-1.0218563,0.68428993,1.1484349
3.063635324,3.909580157,3.541644898,6.8411602,6.861926011,9.933667591,2.940404615,8.799711532,315.8600826,123.9863852,-131.3830968,-73.96470447,58.62466663,0.841273262,0.22205982,1.2622162,-0.33478466,1.2465122,-0.75642973,-1.8224887,0.033883736,-0.41193432
2.219578839,0.46296203,5.059662766,3.556516703,2.665311008,6.42308172,7.91322516,5.211930579,181.5330768,88.41142234,-133.3920737,-63.87100396,18.17035537,0.979597575,-0.5682914,1.1703014,-0.30868465,0.29146424,0.6121329,0.57060796,-1.4121367,-0.99389994
3.879712576,4.394215326,0.610480752,0.990981572,6.524586796,8.462098191,9.840466967,0.469900787,246.9489648,142.0962726,169.7760594,-118.6852989,110.0339995,-0.971528998,1.0761994,0.74447274,0.63935006,-1.858098,1.4721898,-0.6406343,-1.5126213,-0.86761475
9.363836499,3.719803122,1.777649467,6.807863684,2.566087578,3.756499063,5.313338878,3.825761737,214.5895284,232.7703978,37.51099989,3.203180453,122.0185266,0.999969905,-0.31465816,1.0033246,-0.45221815,-0.8246074,0.9077305,0.7122151,1.435786,0.5471507
9.759954225,5.970032422,6.955062919,3.55583347,7.962406478,5.87835005,4.216001509,6.134701919,345.2789981,239.9224388,-120.2112569,78.93018889,135.9800922,0.999245135,1.4883586,-0.14153679,0.6116849,0.69669574,-0.15292035,0.35745072,0.6207441,1.063813
6.723836759,1.342181697,6.052106196,5.649648057,3.473226719,3.693552303,7.431060241,4.251154385,214.5565474,200.3967217,-38.93165513,58.98532278,108.7517342,-0.9632929,-0.043686062,0.5757768,-0.6284331,-0.018894257,0.4890928,1.5711204,0.082914405,-0.29635435
9.028341085,2.277128967,8.534112224,1.249951765,9.604254083,9.490353589,8.626644823,2.985257379,426.7289802,230.9879793,38.75806002,29.16733403,181.4105884,0.255296024,3.0565975,0.21322271,0.057590436,0.49068576,0.7524661,0.80092376,-1.2251786,0.086887196
8.457508713,8.147824165,9.629232135,1.460212406,1.733811034,6.077467613,5.111109365,3.281350874,309.6032398,223.4211832,45.47671827,-48.8502276,132.4127284,0.797606451,0.15952261,-1.3559325,0.8472819,1.0959895,1.8797057,0.76269597,-0.12808618,1.1859436
3.779940413,2.643255266,3.596150991,4.238390355,7.143271462,8.941120144,4.899770457,3.02788661,216.3168071,143.5207684,-45.19286318,76.9572482,97.90049015,0.945144345,0.82143563,0.70449054,-0.62377816,-0.27842158,0.18542166,-0.94992876,-1.0648264,-0.16271439
0.922170089,4.103202049,6.202485067,6.693788352,8.549742069,6.180136151,4.047211128,4.756557541,251.2612181,3.960131878,-230.2482385,-14.84288951,2.532555492,0.863077985,0.19333512,-0.45064288,-0.6794201,0.24459219,-1.2344611,-0.86032885,-0.68779784,-0.76001203
6.534109025,9.359721765,4.476774122,1.174646798,8.712571625,0.847695274,4.401997032,9.974543042,347.2168523,197.3815131,141.8652641,-51.55689857,158.7266827,0.250071716,0.13048245,-0.35774657,2.7841897,0.04563135,-1.555784,0.30899417,0.7715723,0.7934019
5.578407624,2.75552463,5.055969627,7.744471841,5.200251937,3.083100991,4.379395288,9.204160158,264.6950198,183.0427023,-93.94361523,75.58777707,107.345471,-0.674749955,-0.548517,0.9177485,-0.23541021,0.77629185,-1.1571867,0.6180094,1.0493466,-0.21957077
3.615647631,1.452899589,3.915017586,8.513640789,5.493611143,5.931125378,1.157445772,5.392012004,198.764753,137.7220839,-31.86536444,48.0753162,88.17419715,-0.943523047,-0.56080747,0.8531257,-1.61439,0.28824443,-0.9432169,-0.69237125,0.16934486,0.24882123
2.250545048,7.020201293,9.773942269,6.726228796,2.942109035,9.156078393,9.34527135,8.883961705,453.8689298,94.96443219,-531.3144867,104.2434893,30.44059116,0.959468561,-0.1253632,-0.51088923,0.46007738,2.5052938,0.781388,-0.27772686,0.065799795,-2.0774963
4.065199164,5.670665504,6.236378175,7.496090292,8.566285196,6.56748865,5.203738391,1.618645804,289.9781306,151.9872942,-211.9052453,2.524601686,58.1461953,0.857695099,0.96293956,-1.0518844,-0.9355784,-0.35803983,-0.25317642,-0.62136877,0.010904234,-0.5436553
4.689402487,6.115938355,1.418854275,2.38480279,7.622821675,3.543225903,6.887118079,6.299800683,224.8773736,164.6267365,-12.00767865,-12.0613697,91.35876545,-0.457175313,0.20822738,0.5897641,1.5519501,-1.0551155,-0.5385357,-0.12199204,-0.012905716,-0.2531519
2.692355783,0.42030851,6.977284414,1.002670096,5.133644205,6.578651141,4.543440997,8.144895017,213.7284086,107.2509381,-67.89794401,81.3412388,83.60566039,0.950922182,-0.1298203,1.1811514,0.3244255,1.2870741,-0.54472053,0.36674502,-1.8939565,0.14809953
2.917927742,4.172668948,9.657562573,3.291296585,5.029823616,6.32601952,7.805596853,2.625728892,263.1660595,118.4552031,-50.71669893,68.49290474,99.84936712,-0.499528372,0.4039514,-1.0484064,-0.15956499,0.5994849,0.6642151,0.6612877,-1.4278659,-0.75036013
4.576863993,0.042664342,8.948493867,1.255417841,9.194595768,9.720578579,2.231355756,5.600934683,317.9807778,158.3843704,92.81258273,7.057664842,144.0588489,0.998350117,1.6341685,0.62470466,-0.59531754,1.4946449,-0.7786438,-0.29574013,-2.2322826,0.9358689
8.605339129,2.465354689,5.580040834,4.164898957,5.608895425,6.073268957,8.466380663,5.180073931,295.4701455,226.595681,-143.6649132,4.980734337,95.8454119,-0.583335883,1.1619022,0.87769413,0.06553853,0.17362785,0.67830557,1.1451836,0.14782055,-0.23470469
5.862529045,7.060561836,0.147147837,7.611243506,0.938468816,0.080739252,9.586179563,1.072760279,236.1063562,178.6764639,151.4394981,-15.2880145,137.7335759,-0.094968959,-1.4695174,-0.21183768,0.20493445,-2.4180117,1.4065417,1.0265373,1.6181085,-0.9983522
2.834878624,0.615407159,8.055463318,2.810970702,1.081743031,9.870981632,1.304487307,9.723155607,276.0551968,111.7428148,122.8704577,-22.75599913,121.9781175,0.668324325,-0.99418163,1.4772829,-0.40964153,2.8719847,0.208289,-0.51225233,-1.5143343,0.6911801
2.779775066,2.946934986,9.3186134,8.558444798,7.666165146,1.457240155,4.373540888,3.700510404,270.2103823,112.8941038,-381.1561411,-71.81677163,-17.46710663,0.748472573,-0.16417341,-1.3012357,-1.3154749,0.15927497,-1.5533029,1.019387,0.007093404,-0.54562944
4.546220755,9.881127528,7.33928982,4.529846772,5.258312345,3.610534231,0.409307951,5.678431742,265.7874174,161.0112388,-7.264965902,131.9279538,137.865411,0.278303144,-0.75178874,-1.6836908,0.75612104,0.745199,-0.5850015,-0.7016132,0.5201065,1.2268776
2.054103446,9.712222302,4.289531273,1.619052189,5.563612685,9.646537475,7.756884738,0.231352621,303.8002678,80.76296611,207.9498573,111.0722477,175.8963347,-0.933997886,0.60677874,-1.2656558,0.9653096,-0.7211339,1.7282047,-1.6314957,-1.3350165,-0.7182512
2.01378711,4.818463887,3.808411084,6.422800168,4.32921695,6.723533806,5.230746974,5.198405351,201.3614481,81.44513639,-106.7640502,-37.72464302,34.5794728,0.926235628,-0.6362871,0.2751847,-0.2864277,0.13923003,0.068880446,-0.8629029,-0.17496008,-0.79774964
5.140350598,7.356933865,7.446047637,4.385240895,0.226983826,6.824008127,0.322674426,4.432419918,221.590717,169.9891046,128.7847493,152.6233077,168.2469696,-0.983969751,-1.3155211,-0.8384201,-0.15904996,1.3691475,1.1218005,-0.6905019,0.015539793,1.4422702
0.872293688,6.326557742,1.078510971,3.30229519,8.032371632,4.339298443,9.062269653,8.774237127,295.315042,-2.62082405,-89.36713543,-111.0230269,23.07601391,0.993936912,-0.17238845,0.829029,1.8936849,-0.6603751,-1.0328668,-0.6436177,-0.29494295,-1.7347796
4.835855324,4.656930714,7.846958473,5.163852631,3.815417068,4.006980413,9.240827042,0.676214907,249.7760821,167.4054421,25.09408757,9.151577807,112.8567974,0.374953321,0.15120064,-1.1288253,-0.41348857,-0.4686976,1.1660671,1.2978288,-0.39831343,-0.88740885
3.621762124,8.570664326,4.988052184,9.910724319,4.641936776,3.031955073,2.802455686,8.823993298,326.1335132,140.5973863,-40.40018421,-24.9695018,100.3403034,0.755673762,-1.3232085,-0.6074941,0.15503033,0.83951485,-1.1343238,-0.7073187,1.9600631,-0.42043445
7.076866218,1.725182522,0.701190131,7.518830936,4.407099093,7.612485219,7.402960626,1.925995006,245.9685129,204.0612149,89.77663093,32.07223814,142.9696492,0.524179061,0.5473749,1.5023011,-1.2446431,-1.1602811,1.1750036,-0.1403294,0.49182042,-0.5855463
7.467462231,8.284319222,8.230452141,2.935579447,1.337040842,3.641620165,0.738352743,8.432659389,287.4548911,209.7662977,108.7510335,-134.7376498,117.8086431,0.280375456,-1.2019641,-0.6933846,1.1540077,1.7953779,0.25261933,0.32041174,0.7610682,1.8381969
6.910929219,0.420695235,3.917074773,9.274398119,9.63216886,1.240556617,6.545240937,7.641758349,344.8501696,202.4302011,-72.9360777,-78.62210303,98.9305475,-0.452380058,0.7031909,1.1830994,-0.78752345,-0.47736138,-2.0591335,1.3569236,1.3305252,-0.76262194
6.891804138,8.669536918,1.067649357,1.841657382,9.59413653,2.031321196,3.143629659,6.033209969,269.6451632,201.7817264,92.756847,78.86461648,160.7620883,-0.384525074,0.45317394,-0.07214037,1.9457136,-1.3539125,-1.1901544,-0.49331766,0.6595947,1.1807421
3.736001241,6.759965875,1.737984442,4.081420684,0.097748632,1.439063704,0.245463463,3.580514918,94.29422715,133.5813104,41.82559839,87.84458025,89.38642905,-0.982649774,-2.5946763,-0.18737318,0.29356852,-0.8874473,0.35348773,-0.35583338,0.29552945,1.4842075
6.681348047,4.459141099,8.594326158,3.725944582,0.545668074,8.976623397,3.045213508,4.545115262,263.0783755,199.1098594,61.77478884,-22.76867748,125.2985866,0.657312463,-0.300067,-0.07499186,-0.4771751,1.7921376,1.6671424,-0.037045296,-0.45144123,0.9962659
3.39848664,6.715702476,1.727417995,9.856966947,3.861767211,2.679259229,5.37120426,6.705662712,252.7015651,132.9929471,44.8002336,-174.9223211,63.8931062,0.176564954,-1.4066664,0.19370316,-0.086799145,-0.47115746,-0.52908725,-0.44114345,1.7449316,-1.0123178
5.727938699,4.603685039,7.842504655,0.045183682,9.817819769,2.311957721,0.344684529,3.763647085,231.5286988,178.4075253,172.3112357,80.24205134,165.6223778,-0.998628957,0.72307914,-1.0130004,0.612434,-0.18303734,-1.5151429,0.471578,-1.2603621,2.1050494
3.258071581,7.800032224,8.041161003,6.492655926,4.817976524,6.550774805,8.790437485,0.647297547,322.086718,129.3135737,-17.55279186,39.7124036,118.3899759,-0.998752954,0.36509052,-1.8364924,-0.3276907,-0.09441266,1.2172047,-0.045986053,-0.18012564,-1.3429784
4.451450493,1.134440839,0.865181456,5.086612718,9.226627028,3.00778189,4.175619944,7.05928375,209.1712226,157.6378385,69.80642723,-116.4610514,80.03860924,0.99996604,0.20367919,1.6464566,0.006216323,-1.0079073,-1.8464868,0.022113446,-0.017104866,0.001615273
0.615289308,5.081574288,4.35386578,1.559344256,3.416970707,8.038311941,5.116304236,7.105124788,200.5381949,-38.11909737,-121.1220512,12.36032263,13.41434224,0.997002368,-0.8392977,0.5989444,0.9676676,0.785306,0.3253905,-1.0708892,-1.4961697,-0.41704774
2.426754222,8.714895399,7.871589734,6.416781384,4.953327301,6.868622165,9.669500922,2.845596612,358.2856361,101.5844482,-123.1996508,109.3195791,111.4975032,0.989512198,0.2558073,-1.6689267,0.24825418,0.304749,1.0027989,-0.27025324,-0.038586557,-1.814389
9.716026062,9.275292758,4.900608812,8.078581768,8.288087317,5.89468474,9.292542644,2.159587194,464.1665335,240.1715989,-162.4914228,86.76073042,157.15186,0.123895039,1.8967315,-1.085879,0.1905564,-0.7721575,0.8541634,0.103803135,1.9506398,-0.7793154
2.305842044,2.203363315,8.660158187,7.669816524,6.586184617,4.76408326,7.187278228,8.990339295,342.5536288,96.14514529,-412.9103213,-21.39738777,1.09776626,0.846890606,-0.03149192,0.2026023,-0.4142788,1.4993908,-1.2723532,0.6915093,-0.06091003,-1.5595857
6.914775109,2.519303026,3.7972125,0.776254149,3.065531046,3.764662411,7.262154741,3.501035427,157.7487,201.0526328,18.15513547,-68.20503569,77.18785816,0.774349737,-0.09176063,0.84405315,0.6466482,-0.76109767,1.0454024,1.3146652,-0.7857071,0.49321598
6.504768582,9.040124716,6.283144188,7.950994324,4.566466712,4.409755746,8.375852779,0.728419322,337.7161493,198.1774276,-34.92428622,62.52294606,140.8730592,-0.53779615,0.3250618,-1.7460543,-0.1929027,-0.6740898,1.2383666,0.331708,1.2378646,-0.8341334
7.239391394,3.455173387,2.13520265,3.459072979,6.241113498,7.070023905,6.346080269,8.666567879,285.1901564,208.9874816,-199.7746748,-4.22225389,72.54517735,0.658720405,0.6880936,1.8615693,0.87117827,0.30134514,-0.05034127,-0.15533838,0.30089828,-0.021946333
4.750886106,0.56872574,8.422563841,8.525967636,4.008847379,0.590160842,6.068935763,2.36678959,225.3788949,163.0686501,-76.37937692,126.5865356,109.6636759,-0.993153257,-0.6407076,-0.5655509,-1.7481959,-0.23901837,-0.4018482,2.1085825,0.15051806,-0.47679725
5.966637746,7.148866721,8.393572864,5.620952938,1.982484101,2.315049006,8.691862888,3.929250345,289.0314226,189.4938965,31.12394509,-81.24824853,107.1002539,-0.121692113,-0.59037435,-1.3067883,0.43704262,0.28083348,1.0557731,1.5358359,0.685424,-0.6574308
0.669694239,4.144188592,5.658343346,0.799324049,2.247540836,6.995946813,1.268378325,5.64986712,137.8030515,-32.43801486,71.95294602,6.647647952,45.99140764,-0.973601527,-1.4270891,0.20174626,0.384609,0.9008867,0.19069353,-0.93909025,-1.9457881,0.85256225
0.725621378,7.353241875,3.230884466,7.447506191,7.405931443,7.088495837,9.811857614,4.720096227,344.1471073,-19.10074013,-173.0148761,-8.747265589,35.82105638,0.97643784,0.27696756,-0.33011952,0.33346424,-0.50490516,-0.035598896,-1.1376773,0.107838556,-2.445417
1.989760263,4.770916334,3.475681909,5.635943825,2.104436573,5.722544103,2.518734717,2.190973804,118.8855712,77.5354738,27.09657863,-29.34081148,48.54420304,-0.427762724,-1.420946,-0.15099089,-0.7647135,-0.4141055,0.5819971,-0.8768659,-0.52246636,0.24456625
1.51860997,5.005655544,5.94682742,4.514273849,1.854853627,2.61495097,2.335451592,2.373622602,104.4730574,49.97188662,24.97917789,14.68435142,48.52711833,0.683309137,-1.8596005,-0.9406602,-0.41702554,-0.27484262,0.13995574,0.08095876,-0.76766497,0.49446264
1.001043446,4.175619104,1.284090766,6.384584277,2.872513098,2.254830327,6.237810626,5.044641745,138.5439714,8.954708004,35.68013064,16.19475722,49.84339182,-0.293836895,-1.813767,0.5555985,0.045749582,-1.0649738,-0.24023625,-0.041871507,0.05758041,-1.0293088
1.292938646,2.90484896,5.104728396,4.437080646,9.890484312,5.33439501,5.569202144,1.289184328,214.8112333,35.81532018,-55.02023087,9.782122663,51.34711131,-0.676515727,0.792562,-0.49764156,-0.6548173,-1.0903169,-0.91981053,-0.37005115,-1.5127428,-0.63765967
5.532777318,9.007108674,2.95426271,0.369253025,9.91437899,2.636649528,5.462752004,9.003659122,336.758016,180.5130606,96.59109376,21.62878129,158.8727379,0.943787624,0.60149854,-0.027248846,2.8290603,-0.42086473,-1.3798789,-0.25654152,0.20872946,0.40236196
1.878148249,6.68787578,3.415783543,9.127044824,4.798202099,7.394483095,8.713343118,2.6278521,303.7547263,75.06857478,-40.26997954,-91.37956519,61.79343909,0.261020757,-0.15204552,-0.42125532,-0.6310326,-0.54073465,0.75820816,-1.001538,0.46017402,-2.054312
9.52101243,7.888323433,3.218390502,2.878053678,2.180113909,7.676951277,0.057516178,1.489222735,237.4261247,230.0016633,66.36516668,-44.94497302,122.2119954,-0.168512392,-0.08921072,-0.22036465,0.05602827,-0.20906669,1.7675811,-1.0266255,0.47696114,2.474045
6.816117788,8.957395311,8.345371836,2.793440596,4.434052974,7.193674149,1.520188892,1.829542165,281.2109062,201.7558841,35.72620406,-56.61664139,115.5190883,-0.903509182,0.32922274,-1.7314544,0.21509083,0.6695521,1.047376,-0.653833,-0.23314038,1.6179557
5.410196734,2.501889424,1.755006124,0.497241629,8.82932683,6.291319096,1.939607265,1.956037453,163.9828422,174.9600408,105.3374801,7.086466649,112.8417074,-0.126389948,0.9178144,0.8074911,0.062215086,-1.357072,-0.40155727,-0.7146936,-1.5047624,1.5064331
7.071806008,9.19820614,2.364475682,7.17395301,5.79656678,8.933647714,5.526940985,9.129667617,418.9819388,208.5298654,-260.223109,51.97929389,104.8169973,0.127889979,0.5048289,0.6648434,0.98191345,0.89487976,0.28840926,-1.5951389,1.83129,-0.4519343
2.63886671,8.626050873,1.644749219,9.09454133,9.005936059,5.526163463,3.607730273,4.302050923,309.95698,108.5445524,43.94844217,-15.33842691,111.7778869,-0.882035554,0.059715305,-0.6089589,-0.1627392,-0.90601015,-1.0742385,-1.9186385,1.1290674,-0.70299476
9.267256843,5.060852621,0.151007732,4.629542556,8.803333524,2.820513426,6.471419136,7.552502941,317.3232897,231.0136344,79.51470999,-20.82961712,151.7555042,-0.080971805,0.9323957,1.3880137,1.1857846,-1.1495721,-0.8430783,0.3835796,1.4676328,0.23722386
8.391930578,5.679021741,4.256047299,8.14124226,8.141665088,2.377645945,4.189393149,8.251374924,344.6456646,224.5151638,-114.9660389,-6.240949377,111.9884601,-0.999862002,0.43971276,0.2851757,0.22057042,0.11620159,-1.3834146,0.42061788,2.0298643,0.21800356
7.263194984,1.14932238,8.439474921,3.288152092,8.839354641,1.000893943,0.255847904,0.907362299,216.1363681,202.4641214,-46.08603211,107.848236,120.0906734,-0.474530434,0.6903653,-0.8969335,-1.1311607,-0.6541458,-1.3256729,1.4418899,-0.85656226,2.1335661
4.802399561,7.621158406,9.027492574,3.847352327,5.12885613,6.177535274,7.901802408,6.17549417,342.4851559,169.8336402,-210.2981784,-89.72781886,53.07319972,0.990659506,0.43105233,-1.0305336,0.9559549,1.1965199,0.5075675,0.3388812,-0.08980218,-0.70593727
8.421031859,1.732250072,4.873656619,2.917237944,1.688115471,7.65199204,5.031451971,8.213561558,260.3580924,222.5572139,-109.0448493,88.72272349,115.6482951,-0.979850228,-0.043577757,1.8884782,0.23393945,1.3267895,1.0171897,0.575647,-0.013597829,0.7286824
7.447523234,5.33836041,4.213763587,2.949385227,7.794815139,6.102615054,3.923772446,2.295393224,229.0842448,211.0431579,-2.268755177,36.06373438,118.4805955,-0.441333995,1.1381602,-0.14212891,0.1447647,-0.7008612,0.20105654,-0.25663522,-0.22777133,0.99427426
6.603259064,1.264373052,8.68167231,5.612891391,9.923646469,1.324069299,2.804751736,9.332881833,347.2788877,198.7176781,-187.6506522,64.35849326,105.6761017,-0.959967161,0.6674797,0.26963717,-0.16088314,1.0414631,-2.5907142,1.4492085,0.305787,0.62520367
9.13975267,0.729170936,5.284947772,3.259415652,6.622918738,7.011537676,8.680594297,5.351894823,319.6414412,231.4705299,-133.512198,31.28973472,112.222377,-0.77825697,1.6864533,1.4507725,-0.032398343,0.17118365,0.5887206,1.2182899,-0.25673425,-0.13762787
6.336655638,6.090274438,5.486671749,0.657961065,2.471444041,7.391569151,6.256544006,5.175864901,234.4583776,194.1082953,-91.00889948,30.05903592,91.90420232,0.680377104,0.031455386,0.2449832,1.1676577,0.5874264,1.5151234,0.06690454,-0.6540103,0.48732537
3.659405849,4.912031296,6.493119181,6.902682099,9.281242012,3.688973434,0.989576713,9.941066807,326.8809691,140.9439604,-161.3440354,-5.5653642,75.22888246,0.332284966,-0.061687127,-0.023268223,0.10728395,1.1698005,-2.5163426,-0.514008,0.58199215,0.3177712
5.528445732,6.748099347,0.796127307,3.086376902,9.237163858,5.473256445,3.966152106,1.812107492,220.5559264,179.6943297,83.90902879,66.15740098,137.5791715,-0.456839306,0.8941175,-0.051712837,0.5436853,-1.7928662,-0.24021249,-1.0972672,-0.16735852,0.6331495
1.963805767,7.908541831,8.385055768,3.922852029,9.240885535,0.770999952,9.90016068,9.301114098,422.6118066,79.53590018,16.59097944,54.45287486,143.2978903,-0.706791124,0.19776237,-1.2295073,2.0477188,0.47010496,-1.7076447,1.0620171,0.067064546,-1.7595302
