z1,z2,z3,z4,z5,z6,z7,z8,f1,f2,f3,f4,f5,f6
7.803147645,6.947649772,7.413571692,7.178601514,2.882797216,9.591301018,1.327522336,2.299217992,323.0046094,215.801041,31.88255303,6.949951322,144.4095387,-0.965861676
3.063635324,3.909580157,3.541644898,6.8411602,6.861926011,9.933667591,2.940404615,8.799711532,315.8600826,123.9863852,-131.3830968,-73.96470447,58.62466663,0.841273262
2.219578839,0.46296203,5.059662766,3.556516703,2.665311008,6.42308172,7.91322516,5.211930579,181.5330768,88.41142234,-133.3920737,-63.87100396,18.17035537,0.979597575
3.879712576,4.394215326,0.610480752,0.990981572,6.524586796,8.462098191,9.840466967,0.469900787,246.9489648,142.0962726,169.7760594,-118.6852989,110.0339995,-0.971528998
9.363836499,3.719803122,1.777649467,6.807863684,2.566087578,3.756499063,5.313338878,3.825761737,214.5895284,232.7703978,37.51099989,3.203180453,122.0185266,0.999969905
9.759954225,5.970032422,6.955062919,3.55583347,7.962406478,5.87835005,4.216001509,6.134701919,345.2789981,239.9224388,-120.2112569,78.93018889,135.9800922,0.999245135
6.723836759,1.342181697,6.052106196,5.649648057,3.473226719,3.693552303,7.431060241,4.251154385,214.5565474,200.3967217,-38.93165513,58.98532278,108.7517342,-0.9632929
9.028341085,2.277128967,8.534112224,1.249951765,9.604254083,9.490353589,8.626644823,2.985257379,426.7289802,230.9879793,38.75806002,29.16733403,181.4105884,0.255296024
8.457508713,8.147824165,9.629232135,1.460212406,1.733811034,6.077467613,5.111109365,3.281350874,309.6032398,223.4211832,45.47671827,-48.8502276,132.4127284,0.797606451
3.779940413,2.643255266,3.596150991,4.238390355,7.143271462,8.941120144,4.899770457,3.02788661,216.3168071,143.5207684,-45.19286318,76.9572482,97.90049015,0.945144345
0.922170089,4.103202049,6.202485067,6.693788352,8.549742069,6.180136151,4.047211128,4.756557541,251.2612181,3.960131878,-230.2482385,-14.84288951,2.532555492,0.863077985
6.534109025,9.359721765,4.476774122,1.174646798,8.712571625,0.847695274,4.401997032,9.974543042,347.2168523,197.3815131,141.8652641,-51.55689857,158.7266827,0.250071716
5.578407624,2.75552463,5.055969627,7.744471841,5.200251937,3.083100991,4.379395288,9.204160158,264.6950198,183.0427023,-93.94361523,75.58777707,107.345471,-0.674749955
3.615647631,1.452899589,3.915017586,8.513640789,5.493611143,5.931125378,1.157445772,5.392012004,198.764753,137.7220839,-31.86536444,48.0753162,88.17419715,-0.943523047
2.250545048,7.020201293,9.773942269,6.726228796,2.942109035,9.156078393,9.34527135,8.883961705,453.8689298,94.96443219,-531.3144867,104.2434893,30.44059116,0.959468561
4.065199164,5.670665504,6.236378175,7.496090292,8.566285196,6.56748865,5.203738391,1.618645804,289.9781306,151.9872942,-211.9052453,2.524601686,58.1461953,0.857695099
4.689402487,6.115938355,1.418854275,2.38480279,7.622821675,3.543225903,6.887118079,6.299800683,224.8773736,164.6267365,-12.00767865,-12.0613697,91.35876545,-0.457175313
2.692355783,0.42030851,6.977284414,1.002670096,5.133644205,6.578651141,4.543440997,8.144895017,213.7284086,107.2509381,-67.89794401,81.3412388,83.60566039,0.950922182
2.917927742,4.172668948,9.657562573,3.291296585,5.029823616,6.32601952,7.805596853,2.625728892,263.1660595,118.4552031,-50.71669893,68.49290474,99.84936712,-0.499528372
4.576863993,0.042664342,8.948493867,1.255417841,9.194595768,9.720578579,2.231355756,5.600934683,317.9807778,158.3843704,92.81258273,7.057664842,144.0588489,0.998350117
8.605339129,2.465354689,5.580040834,4.164898957,5.608895425,6.073268957,8.466380663,5.180073931,295.4701455,226.595681,-143.6649132,4.980734337,95.8454119,-0.583335883
5.862529045,7.060561836,0.147147837,7.611243506,0.938468816,0.080739252,9.586179563,1.072760279,236.1063562,178.6764639,151.4394981,-15.2880145,137.7335759,-0.094968959
2.834878624,0.615407159,8.055463318,2.810970702,1.081743031,9.870981632,1.304487307,9.723155607,276.0551968,111.7428148,122.8704577,-22.75599913,121.9781175,0.668324325
2.779775066,2.946934986,9.3186134,8.558444798,7.666165146,1.457240155,4.373540888,3.700510404,270.2103823,112.8941038,-381.1561411,-71.81677163,-17.46710663,0.748472573
4.546220755,9.881127528,7.33928982,4.529846772,5.258312345,3.610534231,0.409307951,5.678431742,265.7874174,161.0112388,-7.264965902,131.9279538,137.865411,0.278303144
2.054103446,9.712222302,4.289531273,1.619052189,5.563612685,9.646537475,7.756884738,0.231352621,303.8002678,80.76296611,207.9498573,111.0722477,175.8963347,-0.933997886
2.01378711,4.818463887,3.808411084,6.422800168,4.32921695,6.723533806,5.230746974,5.198405351,201.3614481,81.44513639,-106.7640502,-37.72464302,34.5794728,0.926235628
5.140350598,7.356933865,7.446047637,4.385240895,0.226983826,6.824008127,0.322674426,4.432419918,221.590717,169.9891046,128.7847493,152.6233077,168.2469696,-0.983969751
0.872293688,6.326557742,1.078510971,3.30229519,8.032371632,4.339298443,9.062269653,8.774237127,295.315042,-2.62082405,-89.36713543,-111.0230269,23.07601391,0.993936912
4.835855324,4.656930714,7.846958473,5.163852631,3.815417068,4.006980413,9.240827042,0.676214907,249.7760821,167.4054421,25.09408757,9.151577807,112.8567974,0.374953321
3.621762124,8.570664326,4.988052184,9.910724319,4.641936776,3.031955073,2.802455686,8.823993298,326.1335132,140.5973863,-40.40018421,-24.9695018,100.3403034,0.755673762
7.076866218,1.725182522,0.701190131,7.518830936,4.407099093,7.612485219,7.402960626,1.925995006,245.9685129,204.0612149,89.77663093,32.07223814,142.9696492,0.524179061
7.467462231,8.284319222,8.230452141,2.935579447,1.337040842,3.641620165,0.738352743,8.432659389,287.4548911,209.7662977,108.7510335,-134.7376498,117.8086431,0.280375456
6.910929219,0.420695235,3.917074773,9.274398119,9.63216886,1.240556617,6.545240937,7.641758349,344.8501696,202.4302011,-72.9360777,-78.62210303,98.9305475,-0.452380058
6.891804138,8.669536918,1.067649357,1.841657382,9.59413653,2.031321196,3.143629659,6.033209969,269.6451632,201.7817264,92.756847,78.86461648,160.7620883,-0.384525074
3.736001241,6.759965875,1.737984442,4.081420684,0.097748632,1.439063704,0.245463463,3.580514918,94.29422715,133.5813104,41.82559839,87.84458025,89.38642905,-0.982649774
6.681348047,4.459141099,8.594326158,3.725944582,0.545668074,8.976623397,3.045213508,4.545115262,263.0783755,199.1098594,61.77478884,-22.76867748,125.2985866,0.657312463
3.39848664,6.715702476,1.727417995,9.856966947,3.861767211,2.679259229,5.37120426,6.705662712,252.7015651,132.9929471,44.8002336,-174.9223211,63.8931062,0.176564954
5.727938699,4.603685039,7.842504655,0.045183682,9.817819769,2.311957721,0.344684529,3.763647085,231.5286988,178.4075253,172.3112357,80.24205134,165.6223778,-0.998628957
3.258071581,7.800032224,8.041161003,6.492655926,4.817976524,6.550774805,8.790437485,0.647297547,322.086718,129.3135737,-17.55279186,39.7124036,118.3899759,-0.998752954
4.451450493,1.134440839,0.865181456,5.086612718,9.226627028,3.00778189,4.175619944,7.05928375,209.1712226,157.6378385,69.80642723,-116.4610514,80.03860924,0.99996604
0.615289308,5.081574288,4.35386578,1.559344256,3.416970707,8.038311941,5.116304236,7.105124788,200.5381949,-38.11909737,-121.1220512,12.36032263,13.41434224,0.997002368
2.426754222,8.714895399,7.871589734,6.416781384,4.953327301,6.868622165,9.669500922,2.845596612,358.2856361,101.5844482,-123.1996508,109.3195791,111.4975032,0.989512198
9.716026062,9.275292758,4.900608812,8.078581768,8.288087317,5.89468474,9.292542644,2.159587194,464.1665335,240.1715989,-162.4914228,86.76073042,157.15186,0.123895039
2.305842044,2.203363315,8.660158187,7.669816524,6.586184617,4.76408326,7.187278228,8.990339295,342.5536288,96.14514529,-412.9103213,-21.39738777,1.09776626,0.846890606
6.914775109,2.519303026,3.7972125,0.776254149,3.065531046,3.764662411,7.262154741,3.501035427,157.7487,201.0526328,18.15513547,-68.20503569,77.18785816,0.774349737
6.504768582,9.040124716,6.283144188,7.950994324,4.566466712,4.409755746,8.375852779,0.728419322,337.7161493,198.1774276,-34.92428622,62.52294606,140.8730592,-0.53779615
7.239391394,3.455173387,2.13520265,3.459072979,6.241113498,7.070023905,6.346080269,8.666567879,285.1901564,208.9874816,-199.7746748,-4.22225389,72.54517735,0.658720405
4.750886106,0.56872574,8.422563841,8.525967636,4.008847379,0.590160842,6.068935763,2.36678959,225.3788949,163.0686501,-76.37937692,126.5865356,109.6636759,-0.993153257
5.966637746,7.148866721,8.393572864,5.620952938,1.982484101,2.315049006,8.691862888,3.929250345,289.0314226,189.4938965,31.12394509,-81.24824853,107.1002539,-0.121692113
0.669694239,4.144188592,5.658343346,0.799324049,2.247540836,6.995946813,1.268378325,5.64986712,137.8030515,-32.43801486,71.95294602,6.647647952,45.99140764,-0.973601527
0.725621378,7.353241875,3.230884466,7.447506191,7.405931443,7.088495837,9.811857614,4.720096227,344.1471073,-19.10074013,-173.0148761,-8.747265589,35.82105638,0.97643784
1.989760263,4.770916334,3.475681909,5.635943825,2.104436573,5.722544103,2.518734717,2.190973804,118.8855712,77.5354738,27.09657863,-29.34081148,48.54420304,-0.427762724
1.51860997,5.005655544,5.94682742,4.514273849,1.854853627,2.61495097,2.335451592,2.373622602,104.4730574,49.97188662,24.97917789,14.68435142,48.52711833,0.683309137
1.001043446,4.175619104,1.284090766,6.384584277,2.872513098,2.254830327,6.237810626,5.044641745,138.5439714,8.954708004,35.68013064,16.19475722,49.84339182,-0.293836895
1.292938646,2.90484896,5.104728396,4.437080646,9.890484312,5.33439501,5.569202144,1.289184328,214.8112333,35.81532018,-55.02023087,9.782122663,51.34711131,-0.676515727
5.532777318,9.007108674,2.95426271,0.369253025,9.91437899,2.636649528,5.462752004,9.003659122,336.758016,180.5130606,96.59109376,21.62878129,158.8727379,0.943787624
1.878148249,6.68787578,3.415783543,9.127044824,4.798202099,7.394483095,8.713343118,2.6278521,303.7547263,75.06857478,-40.26997954,-91.37956519,61.79343909,0.261020757
9.52101243,7.888323433,3.218390502,2.878053678,2.180113909,7.676951277,0.057516178,1.489222735,237.4261247,230.0016633,66.36516668,-44.94497302,122.2119954,-0.168512392
6.816117788,8.957395311,8.345371836,2.793440596,4.434052974,7.193674149,1.520188892,1.829542165,281.2109062,201.7558841,35.72620406,-56.61664139,115.5190883,-0.903509182
5.410196734,2.501889424,1.755006124,0.497241629,8.82932683,6.291319096,1.939607265,1.956037453,163.9828422,174.9600408,105.3374801,7.086466649,112.8417074,-0.126389948
7.071806008,9.19820614,2.364475682,7.17395301,5.79656678,8.933647714,5.526940985,9.129667617,418.9819388,208.5298654,-260.223109,51.97929389,104.8169973,0.127889979
2.63886671,8.626050873,1.644749219,9.09454133,9.005936059,5.526163463,3.607730273,4.302050923,309.95698,108.5445524,43.94844217,-15.33842691,111.7778869,-0.882035554
9.267256843,5.060852621,0.151007732,4.629542556,8.803333524,2.820513426,6.471419136,7.552502941,317.3232897,231.0136344,79.51470999,-20.82961712,151.7555042,-0.080971805
8.391930578,5.679021741,4.256047299,8.14124226,8.141665088,2.377645945,4.189393149,8.251374924,344.6456646,224.5151638,-114.9660389,-6.240949377,111.9884601,-0.999862002
7.263194984,1.14932238,8.439474921,3.288152092,8.839354641,1.000893943,0.255847904,0.907362299,216.1363681,202.4641214,-46.08603211,107.848236,120.0906734,-0.474530434
4.802399561,7.621158406,9.027492574,3.847352327,5.12885613,6.177535274,7.901802408,6.17549417,342.4851559,169.8336402,-210.2981784,-89.72781886,53.07319972,0.990659506
8.421031859,1.732250072,4.873656619,2.917237944,1.688115471,7.65199204,5.031451971,8.213561558,260.3580924,222.5572139,-109.0448493,88.72272349,115.6482951,-0.979850228
7.447523234,5.33836041,4.213763587,2.949385227,7.794815139,6.102615054,3.923772446,2.295393224,229.0842448,211.0431579,-2.268755177,36.06373438,118.4805955,-0.441333995
6.603259064,1.264373052,8.68167231,5.612891391,9.923646469,1.324069299,2.804751736,9.332881833,347.2788877,198.7176781,-187.6506522,64.35849326,105.6761017,-0.959967161
9.13975267,0.729170936,5.284947772,3.259415652,6.622918738,7.011537676,8.680594297,5.351894823,319.6414412,231.4705299,-133.512198,31.28973472,112.222377,-0.77825697
6.336655638,6.090274438,5.486671749,0.657961065,2.471444041,7.391569151,6.256544006,5.175864901,234.4583776,194.1082953,-91.00889948,30.05903592,91.90420232,0.680377104
3.659405849,4.912031296,6.493119181,6.902682099,9.281242012,3.688973434,0.989576713,9.941066807,326.8809691,140.9439604,-161.3440354,-5.5653642,75.22888246,0.332284966
5.528445732,6.748099347,0.796127307,3.086376902,9.237163858,5.473256445,3.966152106,1.812107492,220.5559264,179.6943297,83.90902879,66.15740098,137.5791715,-0.456839306
1.963805767,7.908541831,8.385055768,3.922852029,9.240885535,0.770999952,9.90016068,9.301114098,422.6118066,79.53590018,16.59097944,54.45287486,143.2978903,-0.706791124
1.920722964,9.826874926,1.057430419,1.862931912,6.629825908,5.985810548,2.530341134,2.51952977,197.3804979,73.76667696,108.4096995,97.68143393,119.3095771,-0.967630508
7.256696239,0.840806811,5.323215465,0.493647334,9.383148754,0.186449272,1.204191316,5.603917504,202.879119,201.4538099,164.7610098,87.1644117,164.0645876,-0.999416112
7.849367034,6.312121124,9.260095424,6.542830268,2.327680604,3.481434623,0.685921439,0.766054213,248.6092424,213.4386678,6.659874976,1.513759814,117.5553863,0.019604209
9.720983637,5.769748954,5.48706813,4.232120636,5.749927763,8.090070312,0.690268665,3.59646268,287.7282092,237.075508,21.94468852,-10.25959844,134.1222018,-0.801593293
8.50971417,6.506421768,3.422078436,9.323904036,9.934016158,6.287774009,0.386853899,2.46886826,357.8603122,223.5450783,-75.8466195,0.121370908,126.4200355,0.984524926
5.435943266,5.431794548,7.266308677,0.189243412,9.94875425,3.74889989,4.67403533,7.763920084,307.0459489,178.5245227,98.26833632,-67.37500493,129.1159507,0.009683393
0.897908695,5.573673875,9.010145503,8.24895929,8.00994589,9.138014072,9.059041571,9.893487742,508.7100001,4.046570685,-915.6323427,-82.36569409,-121.3103665,0.49147721
4.888732446,8.685546336,6.16235366,0.185391838,5.869776473,6.271597989,9.475434977,1.513313566,303.208596,167.2569931,121.6496931,5.791918647,149.4768002,0.522707775
9.279363476,4.520116164,0.558861427,1.729672066,6.276742896,9.296751316,9.060644259,0.610870802,318.1376521,230.0314978,176.7262248,11.13815456,184.0083823,-0.221833452
7.876181995,5.349755786,8.788085984,0.138360824,3.923221009,4.892926522,3.82333177,6.613593726,265.5936096,214.4418373,52.82960054,23.38532255,139.0625925,-0.015258388
4.850942261,6.909637038,0.179774514,5.093840686,2.227170604,6.542495869,6.867003352,9.784893211,287.9186679,166.6488122,-220.7665826,81.1696787,78.74264405,-0.114442314
4.552793615,0.894949914,6.782392371,3.537046424,8.965044077,6.427808599,0.600282848,9.632641334,294.877266,160.4495068,34.49249331,-65.64928816,106.0424945,0.888432676
2.179857684,4.319253189,9.000460231,3.183485918,5.850805112,0.518008906,7.710915563,8.626829018,282.931246,88.0506246,62.00001714,-38.49505846,98.62170732,0.075098179
1.772133808,1.021342207,1.574455638,9.743914019,3.588385484,1.397131969,2.756572269,7.29582773,177.2626502,64.58352083,90.49363859,66.38183391,99.68041088,-0.999575108
0.736236692,1.378098929,5.281651298,5.780475684,3.273027035,1.242301956,6.568200183,5.792919461,152.7061303,-21.83937463,3.481490471,-19.02059864,28.83191188,0.843093745
8.923931876,0.021255585,7.050545897,9.263432508,1.724538214,2.082064274,2.889793223,0.156235223,230.8427292,219.6848199,116.8898551,40.24188586,151.9148225,-0.270965905
6.401766169,2.097064362,1.755116297,8.889595914,1.85047379,9.874224383,4.881501192,9.3350088,339.3816414,195.8699408,-166.2969052,65.81383967,108.6921292,-0.817122366
1.433323175,2.166372624,2.451975846,3.395671229,6.676456269,6.717724436,4.60633098,5.696290448,167.6592542,45.96259809,-70.40620398,129.2167665,68.1081037,0.471313565
4.141269197,5.162444812,0.66569989,6.535457469,2.863451905,7.2103359,6.105269848,4.692117053,206.4348906,151.5945469,-55.3330456,12.50331355,78.79992637,0.874988092
0.491089244,5.702082385,1.590025085,1.950537523,3.168632803,9.212892549,3.266664724,0.198345012,144.7157507,-65.3003283,123.3188002,9.206561994,52.98519615,-0.564020815
2.093733495,8.239611805,1.181620694,3.65498202,8.450888641,1.817311941,1.871781035,1.742234922,168.289132,81.38050392,91.36190765,-84.9709228,64.01515518,-0.979264337
7.307081241,4.867111888,2.906424324,6.84785963,0.935789105,7.53292307,5.640172414,3.438462936,233.6779017,208.3756087,-2.165595182,61.73451071,125.4056065,-0.907666543
6.511227704,8.914545989,7.505734189,5.688210743,9.49136032,5.233938689,7.705606819,9.627212371,480.096633,201.5066379,-429.4906203,-72.76539436,44.83681407,0.977250166
4.789782974,3.950607898,6.936844711,0.849517432,4.150165236,3.791526703,3.836727723,6.38648126,174.4979868,165.7508601,19.29157855,-46.18656361,78.33846547,0.084542887
2.747805055,7.446114471,7.626024217,0.781392889,8.274491365,7.459924368,9.595140329,7.019490387,387.2195157,113.205495,-205.4567184,-59.72732229,58.81024251,0.95039612
6.522231251,5.527572624,6.596639435,7.710019471,8.239152627,7.988739812,4.437516904,3.816755195,342.016388,200.1769093,-284.4375413,-61.32713255,49.10715586,0.999996363
9.564495113,6.238250858,7.942341975,7.010615339,6.825184779,5.956957735,3.887173154,7.391559841,394.4386288,238.7193155,-276.0808434,-49.91175076,76.79133752,0.931801995
4.355205562,2.703919969,1.489563119,6.485757961,0.527905279,6.863368909,3.885948811,2.082546102,137.3849665,153.7782936,53.18968476,-21.80328094,80.63741597,-0.147505642
0.701325051,9.375950079,5.543135938,2.208203895,6.547070552,8.51413243,9.621201529,2.817504462,339.8632513,-23.41492674,15.77426562,8.292524317,85.12877862,-0.55001683
0.577314878,7.696547154,0.214597529,7.838183428,4.465607992,3.61516235,2.952071662,5.36907339,191.6060318,-46.83125191,117.9080487,-26.69562822,58.9968001,-0.999865026
0.828710188,1.455950291,4.916638972,5.769409693,3.104410017,8.358234867,6.214552229,1.723014158,181.3528677,-9.440584188,1.381741589,30.56853896,50.965641,0.784919631
9.597071873,5.374343699,8.434168471,1.471129444,5.188811052,4.772776022,5.294719704,8.799462853,349.4545327,237.3965953,-40.44980669,47.88415304,148.5713686,0.387583035
5.407608362,9.957863056,4.722871233,1.661730326,6.645701912,9.146388878,9.822737059,2.480547257,383.9291866,180.4398391,1.217603541,-50.46938855,128.7793102,-0.894591549
8.374624327,0.490563325,2.955859767,6.208021958,3.901043655,7.175891483,0.450992617,4.845283501,208.0433553,218.8317256,112.5618066,-10.3847344,132.2630383,0.860476659
1.700335442,3.028198379,2.746550012,9.782732766,4.088431765,6.148018468,9.80363396,9.334017378,353.055048,65.2221973,-329.6824769,-15.36249534,18.30806827,0.936404344
2.603450727,7.408133714,3.935414449,5.860715432,2.154075326,9.796457173,3.505496324,3.672412091,237.8796018,106.4292064,23.50790842,31.17103061,99.74693679,-0.013732494
6.919775119,0.393614477,9.138230001,2.951671551,1.664774227,5.1100242,8.044833046,5.747575066,266.895611,201.7754839,-19.73461975,146.9122381,148.9621783,0.517200688
8.955703281,7.46671091,9.74296064,7.161028576,6.227570505,2.148263063,2.016204514,6.870282207,376.8255322,230.7067779,-221.1664997,75.65888704,115.5061744,-0.859181925
3.406884845,5.7342128,7.483830444,2.032138743,9.747246804,5.27650694,7.133129799,4.351761855,297.2950845,134.423698,-53.80607362,83.3229354,115.3089111,-0.882799312
0.64673198,7.317056756,9.875100732,6.413689952,0.980995296,3.737702732,3.320794834,2.577348649,225.213793,-33.9974237,121.6268658,-12.82340777,75.00495683,-0.982631177
8.641196694,5.508325959,7.622383994,4.139041753,6.569418834,9.693325729,1.896555961,5.215976723,348.1655047,227.2575511,-50.18272344,-1.249724841,130.9976519,-0.981555035
2.908724458,9.394034783,2.842401814,0.308022833,5.996942392,1.781254918,1.772148753,7.994714626,211.0748539,113.8981497,125.9385601,81.46867827,133.0950605,-0.999992156
7.410824064,3.464017029,4.350820417,5.163991396,7.476465566,6.229524574,1.735358287,4.104644043,227.0802576,210.4530605,-36.61349396,66.03151649,116.7378352,-0.741293096
1.580336547,5.744694599,7.231491601,5.075106323,3.191405275,5.594601302,9.10703928,6.880635023,285.3160887,58.13487446,-200.5375663,-75.44305701,16.86758497,0.947227961
6.949634351,0.50779979,7.093400185,9.119236771,2.616234645,1.235594232,4.573545761,2.526511045,217.7040394,200.9812038,27.13377188,-17.80913786,107.0024693,-0.79480542
8.41419619,5.534328342,6.781250499,7.108686857,2.871169166,6.965362585,3.151035074,3.898688047,279.8349537,224.0825196,-37.27466458,14.02122652,120.1660088,0.315025268
7.271520787,4.193929436,4.878881029,3.038316976,8.378155786,5.797780688,8.131076637,9.41752609,362.110869,210.7477722,-267.0388327,-4.573527444,75.31157026,0.858577679
3.591075249,9.831617878,1.431321286,6.451524436,8.488243665,4.348930622,5.366506961,0.673642725,273.4440493,137.2474189,108.7278588,-82.67654322,109.1856959,0.056717548
7.266897515,9.456073188,9.596385726,2.500018441,8.127657747,9.528439749,6.719488287,9.143132444,526.1642091,212.2248555,-391.6605914,-69.63629111,69.27304553,0.999553492
1.394671242,1.382794149,2.201232419,6.541501925,2.786055738,1.090103657,2.820890413,0.523598753,68.67591005,37.75808487,23.09128791,150.1214579,69.91168519,-0.576525358
3.138191152,0.416156415,9.793843448,6.014414068,3.778407039,6.30839942,1.940483873,8.115952989,265.8204095,123.4918291,-58.70590335,33.45152518,91.01446511,0.288183913
4.195827567,1.206750671,1.274237484,6.144858699,2.90252028,2.91615587,1.425634678,3.772423336,91.63638685,149.4731349,43.09961995,4.685073907,72.22355391,0.944948553
8.772120389,1.927469677,9.803356341,1.611260249,6.863693193,4.970495279,3.391379761,7.011857676,311.8509029,227.2724097,51.419929,-78.43632547,128.026729,0.893848197
1.537402086,7.261679943,3.761161338,7.106843426,2.351115398,3.678448779,4.090497548,2.309446715,160.8736022,52.6808562,40.95056086,34.62366209,72.28217034,-0.310610033
8.801247902,5.439779535,8.109366109,5.37723513,7.430355762,6.862459095,6.415042788,1.772755051,348.3286084,229.3211045,-149.4748862,-65.90127672,90.5683875,0.443537941
7.989643192,5.349253345,0.072921226,7.423049283,7.929449499,8.912471631,3.88448131,0.896634957,305.7573571,214.3836998,184.9461143,11.66954984,179.1891803,-0.476018286
9.716242971,4.645369795,4.450007924,0.446705374,5.333549937,0.788986466,3.831051982,0.078105721,179.7392686,229.833281,78.62984225,62.38189869,137.6460726,-0.234850395
3.677029833,0.066942184,2.489417727,7.330136921,1.745096522,4.787891995,1.987515401,3.737405561,117.340827,134.5388257,49.43922007,73.25932802,93.6445502,-0.886052499
2.049397689,3.924719135,6.945252021,9.502617046,2.625253642,7.347785938,3.944958575,0.417311296,234.7584693,80.76960645,33.31369234,119.0411724,116.9707351,-0.877481275
2.405703203,9.989384413,6.63026749,5.856509623,5.672123978,2.889552069,5.518542061,2.823749807,262.7847318,99.28779179,-50.55594675,-24.62627436,71.72257563,-0.994644128
8.278628014,8.202912054,4.619182501,1.401489047,7.351465376,3.361688471,1.368210946,8.752447722,302.9468014,221.0301483,79.28078307,-85.47091018,129.4467056,0.174893979
9.652281486,5.728607109,7.066358627,9.237733178,2.008367335,9.445285305,7.55894002,7.005219766,460.7102479,239.5557697,-281.1255634,12.51203974,107.9131235,0.509520805
6.988099984,1.964629607,9.78261614,5.556995923,6.482104018,1.104804988,9.162787618,4.189279337,324.018098,204.7082315,-98.22829097,75.24917595,126.4368036,-0.850978641
